"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94"
"X__56",1.45056202563484,7.71660768694725,11.8009952131166,5.27701876773583,0.413883824920458,6.82908311118755,25.1832388855448,2.09488889844355,3.60556485940322,0.941104068270702,0.559434524575744,17.2451593716857,12.2423065438054,4.89762526155875,4.09904172757761,0.862788588872646,5.7943735488864,2.80432822398028,16.873725169834,2.62126422449623,NA,3.41241491013231,14.6075784820239,0.389424666755454,11.3028294082253,8.214002063806,NA,2.82656479232168,NA,4.56598758133402,4.12306736837273,10.8295719366777,NA,1.67941321265801,2.00744799100492,3.52853193461016,4.03907816473629,16.8100507352309,2.02168717413266,NA,NA,9.7899443202339,0.187239849166948,3.33229541089804,11.5623395820963,NA,1.43820550175578,4.05127701370358,0.331107059936366,0.246851004788712,4.48698898137673,2.61126186036254,1.60174540838393,5.54018601643068,11.7665879012789,NA,NA,9.84707739212975,7.34909099377992,2.9833962431284,NA,2.651825292045,2.38208434906785,27.010187928109,5.4335517528019,0.498783071057987,16.2013251780067,2.70302734827086,6.2553070927291,1.79395818332858,8.12910281766847,0.71209242697853,2.18628604232339,10.6866926075616,16.76,NA,5.09926097113538,8.23172214956058,1.25,8.50526411555102,11.5928334895127,1.86247721214206,8.29103844047506,1.87072973349262,0.127650817121362,3.58805438988735,9.45034733568378,3.805,13.764290280047,5.22130363745808,1.31907097018818,8.41033157049904,2.56150401855874,4.26618711841087
"X__57",1.58671358962531,7.63902099200752,12.9420499876699,5.74907306671309,0.376901373718032,6.50818428420152,23.9411999361736,2.32245564791041,3.47704788430016,1.10332754482353,0.551790826746054,16.5730435034887,13.2571570768121,4.91033479843916,4.20430828147439,0.902439908902331,5.56327661488025,2.86922806330418,16.9446364071544,2.50825209974324,NA,3.25843996858603,14.5772852780102,0.381084700399028,10.8868235455712,7.82999332724081,NA,2.89280865785047,NA,4.6157147105328,4.28023445731173,10.4992286565052,NA,1.65889689136458,1.95209358950021,3.45081174151836,4.17495769747015,16.403172461813,2.08240197389622,NA,NA,9.83659500703541,0.194433262748568,3.27532602231023,12.1412287931087,NA,1.46505668897921,4.53108233059923,0.404505417990339,0.282235972836262,5.08058111709677,2.76280238003521,1.58465322376083,5.25512602853688,12.4218752097121,NA,NA,9.85128472962499,7.36284796263255,3.11134723195058,NA,3.00861808758649,2.49658319074517,26.1500598457722,5.30847005236665,0.509613125027199,17.3572087461073,2.62210290115467,6.11189742362084,1.77985714184436,8.29183022179671,0.710273293006658,2.42416902351592,10.4789198833718,16.77,NA,4.93687714870099,7.99608462145292,1.255,8.60474304986339,11.2958694832311,1.83673063811886,8.859235503441,1.78606614916503,0.129408096286063,3.49191160044678,9.35883270232241,3.82,13.2287073704977,5.09613125027199,1.28717581307572,8.43515891321061,2.44984413380292,4.32109462262646
"X__58",1.67493249092047,7.70512112040215,13.7522650734869,5.85350089688693,0.402128587547738,6.52992911700035,24.3514159240829,2.5352742738109,3.60850487501447,1.03321300117753,0.510925500957189,16.8840744705474,13.6896074821637,4.93739338618215,3.99731794641824,0.887345995833816,5.6777360837866,2.84153114512209,16.6603737993288,2.64179840296262,NA,3.34872080031089,14.5801694322423,0.399427514187248,10.78551070687,7.80821866682097,NA,2.97294770973862,NA,4.71102961173475,4.38174747405159,10.6550903725271,NA,1.62449296956371,1.971433997285,3.47117393163235,3.95204519152876,16.8308124059715,2.13698622638509,NA,NA,9.96000607568568,0.197461953514123,3.33420524244879,12.1596457664681,NA,1.48679924959935,4.83402435911075,0.455923272769355,0.287863912250137,4.96018212508882,2.74939421204379,1.65364762238572,5.2871035766564,12.3386488508739,NA,NA,9.74083467236203,7.47266765999306,3.16633904041792,NA,3.51825763546023,2.4842227979632,25.9875508731119,5.35816369633144,0.468706168267562,17.8464018634788,2.65979879510587,6.15595859578434,1.77408324496975,8.52725653859507,0.724364078231686,2.49627560750349,10.8015466959843,16.73,NA,4.86282649577595,8.14799400516694,1.3,8.64417781998048,12.0961485626646,1.81091019557922,8.74231628826898,2.04059557547789,0.133257322841133,3.43327268255989,9.11313924892952,3.92,13.1024678856614,5.22767163812059,1.28079869158442,8.43671102881611,2.5043103243356,4.29824861127184
"X__59",1.75913793612106,7.99055748250689,14.6031876329516,5.99735597517266,0.432964201416208,6.67620108109683,24.3208285980709,2.82228516478713,3.6641600008742,1.19984684760425,0.566724837717647,16.987163359268,14.3180847544809,5.08599305737681,4.04099921321794,0.885171256228691,5.74612983361016,2.89711848355043,17.2116633155579,2.59778520849725,NA,3.31515578175981,15.19327531671,0.388863294169459,10.8701072371114,8.04458176705423,NA,2.91022507958798,NA,4.70915384503307,4.85093547434595,10.7142417857836,NA,1.63029730162893,2.04794336943043,3.5603983491108,4.46594555905236,16.9230205146138,2.23398094036808,NA,NA,10.0864623218813,0.200555047437861,3.42629695194801,12.5142822887602,NA,1.46992013894006,4.92617857710219,0.480002287495993,0.321281842300583,5.13054096856048,2.78951116309042,1.6518848325687,5.2239927260027,12.3538483560939,NA,NA,10.0394131774896,7.48333187632952,3.24478590777572,NA,3.69529975640058,2.59697807770201,26.1639957319684,5.38265371390273,0.486416571961419,20.2416683263782,2.66706856103081,6.40096760374428,1.77507545199795,8.44547454614331,0.75047128245476,2.48336428308351,10.9577359617682,17.33,NA,4.90158237899583,8.6849041718002,1.32,8.63217079262974,12.0555038658901,1.80936274295539,9.08724395410048,2.03263642722407,0.142306110012779,3.47868027508232,9.31674818603025,4.14,13.3096402657575,5.3104930136667,1.28805398086519,8.41874836087071,2.56486519958713,4.27351702508961
"X__60",1.76582354957507,8.2535911787813,13.9058073654391,5.62776203966006,0.44171388101983,6.93109065155807,24.8341359773371,2.91203966005666,3.80910056657224,1.18681734668555,0.571699475961473,17.4177053824363,13.899842713752,5.14514872521247,4.14447592067989,0.900878186968839,5.94950424929179,2.98020538243626,18.0611898016997,2.58211756373938,NA,3.48376073371105,15.0687061447564,0.384488037819263,10.9488071103503,8.3707507082153,NA,2.99308879314858,NA,4.79341359773371,4.87049784486246,10.7963469036827,NA,1.66324362606232,2.08145545403612,3.59617689005864,4.26717422096317,17.592209631728,2.35969146494363,NA,NA,10.2248583569405,0.202172211099433,3.60733002832861,12.6878110195729,NA,1.51795299354108,5.03664428987266,0.466798866855524,0.309120720745184,5.4251063286119,2.85103470981813,1.74266042266289,5.25574659584915,13.0062666301448,NA,NA,10.1933693273157,7.78179886685552,3.29894405082125,NA,3.82681109553824,2.69185120169972,27.343000638102,5.6550283286119,0.498973087818697,20.191222086119,2.81895803650127,6.40930180934844,1.88076723188244,8.66522662889519,0.768909348441926,2.7145179139745,11.2991501416431,17.21,NA,5.00063739376771,8.77496244270538,1.4,8.86678588843116,12.2135717560907,1.85410764872521,9.19087844846232,2.04593066415807,0.143432763280737,3.59478753541077,9.66317280453258,3.9,13.8621813031161,5.50779036827196,1.31189748848144,8.67613314447592,2.66145038424901,4.40623229461756
"X__61",1.77125518138358,7.95784015664234,13.0596753681392,5.45849433967755,0.412467187590944,6.84052725394331,24.4159148186951,2.52837029276526,3.67470767126477,1.22122702519684,0.552033222630565,16.9057979745067,13.4062107154468,5.10495103602817,3.95861365752867,0.879572885745882,5.80132420988301,2.93548076363425,17.3129084453757,2.51765685932134,NA,3.39642076245877,14.9401889303158,0.346780104426014,10.7365127921367,8.09399896688202,NA,3.05297989783744,NA,4.69784056515919,4.81882668145323,10.9009780958792,NA,1.66861725889064,2.0626548976524,3.58581101628967,4.00950246638729,16.8200905069554,2.27626526429264,NA,NA,9.89921250218264,0.193807705169322,3.46579571910832,12.2738514060557,NA,1.50696518856533,4.69018835399025,0.425323307723648,0.323542435736713,5.13169090882952,2.73225538809817,1.63749437047931,5.34639379147269,12.4865251402994,NA,NA,10.0529639352981,7.54761386124207,3.19344723043101,NA,3.71652824972957,2.58173501894651,27.0997776132175,5.49063464000931,0.495496296781328,19.6390602820779,2.70637432055609,6.08185320943433,1.83568349407852,8.59217362202433,0.749940341074443,2.46330279187231,11.1098304813457,17.49,NA,4.83979355829114,7.38149707787738,1.43,8.73667940937751,12.1759448452827,1.77842995169082,8.76292343899182,1.93984577234944,0.135738878317345,3.56543065013678,9.19212589488388,4.36,14.0988784121995,5.46920777312147,1.30102225297255,8.45289898725336,2.6143337296753,4.15413381788022
"X__62",1.74239639045808,7.97487064851361,13.3581975686524,5.55346791891658,0.421444731598857,6.86048006121683,24.3477690508504,2.6140242846005,3.4995916953019,1.38081100489813,0.548184430990536,16.6657385001877,13.8348207285278,5.10268209840894,3.76366149548093,0.842889463197713,5.7241797089313,2.98478895353874,17.4126025815021,2.39796717536311,NA,3.37964858337104,14.7779369151993,0.341938228084996,10.4534309159148,8.14081848632728,NA,2.97248418249143,NA,4.61455307383558,5.08229170722026,11.0982137990493,NA,1.66443995264358,2.11838743352825,3.57994865868534,4.25979263521123,16.4523487626693,2.19848462141994,NA,NA,9.62387716208022,0.195395577696945,3.42490528717045,11.8574644009661,NA,1.46597977204297,4.67361828714957,0.474792165978459,0.359754904993336,5.38582902647801,2.70845021729914,1.70989175334527,5.19448048600109,12.2431058752786,NA,NA,9.93195190309075,7.43663235251653,3.17141412987636,NA,3.67480747049796,2.75776006952326,26.8739021249636,5.35608241171205,0.474792165978459,20.9951999825983,2.61055781502553,6.1042619820761,1.83028795601521,8.33286925009385,0.751131876064798,2.47848901332431,10.6481479021686,17.285,NA,4.72124794259479,7.23627371277288,1.41,8.66873507204639,11.728425307537,1.78980642343565,8.60957458488784,1.91340674372112,0.135182076627442,3.53266710461725,9.03172064046663,4.35,14.0303752418354,5.29740023389449,1.28338633290253,8.39155142791141,2.60360971709541,4.10508507551038
"X__63",1.75222104818654,7.79981111715024,12.8710081927297,5.55769056690252,0.433521405654702,6.87171818155776,24.5033837978745,2.55266020224011,3.5624150290756,1.7292070775309,0.574177506144323,16.5222816465668,13.4874660672591,5.1322471998625,4.06863878226245,0.828268225958922,5.75156349365493,2.9754108897419,17.2546904809648,2.44764570024922,NA,3.44325128722057,15.1775949195391,0.338278861652813,10.5804555746002,8.25575546420694,NA,2.96109998726833,NA,4.68526239651666,5.02095429243288,11.0229822662795,NA,1.67484667277779,2.09960495847757,3.61986866963256,4.33521405654702,16.4899694921081,2.13768857817522,NA,NA,9.73672921023232,0.192438513194585,3.31738119109685,11.9923618179601,NA,1.48521221749148,4.72604453517278,0.495453035033945,0.400537716812649,5.43692936113781,2.69854028015094,1.6462500498774,5.18058742488274,12.174945642978,NA,NA,9.98591969932432,7.4910344753502,3.05721111506971,NA,3.49585971349552,2.78392548654101,26.4972410152229,5.29380797215618,0.479296957804578,22.0485832388049,2.60381969483361,6.15261757649983,1.8250292587594,8.39577480019479,0.775491707009654,2.3488207649504,10.5499184307772,17.3,NA,4.67449167836375,7.24691342342276,1.4,9.33438225990411,11.61790729945,1.80948064968919,8.54311506725216,1.88766188717858,0.143374277581244,3.41970301354951,9.04740324844596,4.21,14.0019335987854,5.18340811108883,1.25561647848357,8.46578446818872,2.57371853774745,4.11979969348879
"X__64",1.66531172864638,7.60215433244274,11.6686238257473,5.16506614303431,0.426374321107326,6.67086912517284,25.3881621074539,2.18584303858819,3.48655457513079,1.48670280069818,0.544979199877035,16.8282928254765,12.5096813443525,4.95997469743838,3.85895746318656,0.782585779247623,5.6939861869396,2.88747166825847,16.4181099342846,2.38553734087896,NA,3.39619385216201,14.7186375407272,0.352856596150201,10.6966218025464,8.20365782383715,NA,2.90939162602406,NA,4.58487323773004,4.59007296404673,11.0630667486376,NA,1.69740156947157,2.07822153933837,3.62778965682425,3.99928318912061,16.5476413736084,2.12557984737654,NA,NA,9.62310651309318,0.188038116484012,3.31654456101837,11.4238453177903,NA,1.50233312848364,4.38804295151131,0.442565751022794,0.341808651403724,5.37922463826289,2.69679834275699,1.54657522628872,5.01658656658673,12.2015868273133,NA,NA,9.60423171509433,7.39408632806375,3.00063450626954,NA,3.2892274275108,2.44388730358541,26.5657725555037,5.28110472409517,0.469551467548574,20.8395042194272,2.5193006898536,6.12775232217766,1.78151569775894,7.97158066171544,0.731852632179156,2.30278739519185,10.2923522829325,16.7,NA,4.55518894955168,7.03019327777152,1.376,8.87840548528943,11.2622751515137,1.7432772875654,7.89864006165751,1.73450971845243,0.141956827980505,3.40667685421448,9.19673219198586,3.965,13.7195382817066,5.00585041553221,1.25944601348534,8.18206925061653,2.56371791563267,4.04246033556186
"X__65",1.82447487254412,7.81094534873817,12.8222828329131,5.45433531973413,0.42704904881962,6.92468141187256,26.4986637634655,2.33795840018336,3.61640270456108,1.47806982016044,0.569922864931802,17.4387371074948,13.3077657363746,5.09756016502407,3.90020112308045,0.845449002979601,5.90841278936511,3.04610302544121,17.1360187944075,2.46228913591565,NA,3.67208214012698,15.2348772501817,0.346485278163956,10.6203876690978,8.50314118725647,NA,2.9616792379725,NA,4.72186511574605,4.90847495369595,11.5922308888666,NA,1.78657861563145,2.14135369837064,3.69329256750356,4.2704904881962,16.9414141645657,2.20670355956622,NA,NA,9.57346665138666,0.183506562484343,3.38395828558331,11.8353096552458,NA,1.5998236316562,4.73035824052489,0.464888837955535,0.373520271584527,5.6317289323195,3.02274300818892,1.53092054553289,5.2245305733638,12.8928013740817,NA,NA,9.5385946465456,7.58417487966995,3.12758977897915,NA,3.61636407554206,2.57381931966537,27.6750835526541,5.41649553059821,0.481105890442356,20.9885893531973,2.65656760356521,6.24301923873138,1.82975434000314,8.55179234471694,0.763282603713042,2.33205852083945,10.7032546413019,16.93,NA,4.67051111620445,7.08367219439147,1.376,9.10934451615715,11.7571692375453,1.8054985101994,8.5902285214178,1.82979061020863,0.143915391823493,3.60451019940408,9.60049507219803,4.02,14.2493834517534,5.22729658491863,1.33025467702085,8.51935823974329,2.6669369816164,4.24616490946596
"X__66",1.91758224290621,8.09061185760689,13.0608080749653,5.56313917167978,0.448111406756131,6.97305067098565,26.5041502776492,2.48373944354466,3.70784865224433,1.58509160411268,0.57777561029565,17.5637812355391,13.317242486662,5.03852093937992,4.1177066462286,0.872177811198519,6.07682785747339,3.37449748380379,17.8916676307265,2.52199285631652,NA,3.78786224355073,16.3322628022638,0.357278133969077,10.9248375245564,8.63434173993521,NA,3.09849682433574,NA,4.86364819527996,5.04618701590545,11.5573039999205,NA,1.84162858630264,2.20947625106815,3.76991280769265,4.489311227441,17.1265993752892,2.27756594765183,NA,NA,9.83112708236927,0.195276271247024,3.44280714946784,12.1578424384331,NA,1.69509768205808,4.9051031022686,0.48964368347987,0.379205467714585,5.60771338164623,3.19257200914137,1.64699762661962,5.3802695449947,13.8803334269311,NA,NA,9.96973686183058,7.75451324618232,3.30362249382848,NA,3.71284809732256,2.66567483873785,27.8814546772038,5.36640733456733,0.486364819527996,21.1999560202684,2.79065555351341,6.24819706986349,1.8639673022439,8.64527128644146,0.765068255437298,1.83940719086236,10.9186169597409,16.69,NA,4.81173284937529,7.08617390368464,1.29,9.40625197247336,11.7570761253789,1.83616381304951,8.83946976151008,1.89656568830492,0.164770130164501,3.64281785053216,10.0005350532161,4.08,14.4488604812587,5.27623857589079,1.40450341023304,8.95129858861638,2.68289879179175,4.45105781466913
"X__67",2.22639922217677,8.24344851995528,14.6623746188856,5.92513123591534,0.506070765763775,7.26006385047059,26.9065516327162,2.63156798197163,3.75586573726305,1.70213566264999,0.695425076027153,17.8027488842738,14.7134037143403,5.17012836374884,4.56010792717953,0.908191860722018,6.07832022447086,3.6054122663603,18.6999986743847,2.48932106402722,NA,3.82132871429597,16.6616181879402,0.403275164194689,11.7859442170439,8.77554063010914,NA,3.30044971267625,NA,5.1865414696655,4.90809279864089,11.6190952000376,NA,1.89571373337458,2.20937473432358,3.87403215235264,5.02241041049887,17.2994136361628,2.3567488652837,NA,NA,10.1761256683311,0.215050040932014,3.54523087799921,13.1841926290027,NA,1.77816054774637,5.42259972739213,0.552574565860987,0.409048729260541,6.11306183482259,3.39518730148215,1.70908229745305,5.37656045756193,14.5467010643792,NA,NA,10.5129443010706,8.01506672263709,3.68991304888848,NA,4.00762854639079,2.9983334522858,28.0845205288489,5.43547357606823,0.517012836374884,22.9236351291026,3.04534587715936,6.04652117216097,1.91097724788929,9.15851310149794,0.786734876938713,2.0749464304791,10.8052947284698,17.435,NA,4.91025418673501,7.20145847042376,1.38,9.5487372637116,11.68471039878,1.86015200388847,10.2542970910199,2.02472691543475,0.203566350649763,3.81550002209359,10.9420706111087,4.305,14.5748380539967,5.31237528169325,1.41269369390526,9.44847797269233,2.87348942367069,4.66952863329062
"X__68",2.38063814331984,8.283540679374,15.0280055167505,5.98479868309828,0.583077812875384,7.24446678827246,26.2164986430573,2.76686924411621,3.64973706455488,1.73170060123468,0.699200097374536,17.217297682075,14.0892974444189,5.03317168661298,4.51060194865863,0.876817012946568,6.07281042843796,3.85051385861102,18.8455149708591,2.43957556613427,NA,3.71029388863158,16.0895525504789,0.465402488355001,11.9731618229273,8.69115985229346,NA,3.28871342518958,NA,5.28070472038083,4.83647770714643,11.4055706032211,NA,1.96376206789162,2.22136802745314,4.02885004184373,4.7801379187614,16.9752653823909,2.44439231747817,NA,NA,10.4348925568359,0.277642811990689,3.43245806824754,13.6446274051308,NA,1.87589873235752,5.31717957581769,0.557774436090226,0.425784578536392,6.2019825387089,3.28372349289234,1.75520061295725,5.21711612280703,14.7247557487534,NA,NA,11.0717795288019,7.89905414423633,3.66849136498898,NA,4.0430330909294,3.27117201230769,27.7423426499266,5.43472527472528,0.561074876540464,22.6300085789385,3.03199394185305,5.9084386477021,1.89604084111336,9.40625528317836,0.798706588957601,2.11228762264561,11.0014681674601,17.08,NA,4.79113938692886,7.42371930887218,1.43,9.59505372796935,11.7265632618196,1.77948747608667,10.0577605459749,2.00657213228251,0.201142566205156,3.65908831249722,11.2545019353117,4.52,14.609949726387,5.34121279530187,1.37955997784325,9.6702905191974,2.75366178452287,4.78288828580327
"X__69",2.38119192560926,8.2668380962029,14.7123845280068,5.84313850738342,0.602470495817782,7.21864192249251,26.1345648870727,2.61895850236771,3.61482297490669,1.754466265839,0.7712598493924,17.1112624839571,13.5449106298921,4.98757538318557,4.66570758405004,0.915535073096612,6.03570898549869,3.70560620030389,18.8829108826176,2.55293433844247,NA,3.72873151419698,15.506363344453,0.50430331243171,11.7104469980844,8.69318158348946,NA,3.37845613887987,NA,5.27643110035848,4.58371052058084,11.2292074086514,NA,1.89544370602033,2.25101554991323,3.81993415911889,4.96006531488339,16.6600973638013,2.38934502104774,NA,NA,10.3933038045643,0.275249809479026,3.51303572218862,13.1101260803993,NA,1.76321113113801,5.47807905997566,0.56120539336451,0.428572283485952,6.12233471330963,3.22732064001342,1.75824100374054,5.21832972451243,14.4110196429286,NA,NA,10.9098029571848,8.06595202619971,3.76608827886401,NA,3.97024819909282,3.18639221921194,27.3293375082262,5.40847942820895,0.583213448006255,20.071759936828,2.99361214036772,5.91958135040023,1.88547503720926,9.2433829495331,0.801643390325578,2.19103005481475,11.3341481404989,16.755,NA,4.62169147476655,7.25301204447888,1.46,9.19992829158298,11.7616626348548,1.83767256258575,9.68675643713679,1.97564387772014,0.261193198812127,3.59831693392538,11.3451521678198,4.695,14.3602556537389,5.42498546919026,1.38815355728109,9.26539100417484,2.72242998821767,4.7812498709192
"X__70",2.27324153910359,8.32338273889196,14.3911960989408,5.87418421013863,0.524679024440549,7.27332827531342,26.1506688371956,2.51512802192136,3.85875049720827,1.6176186808991,0.779938025872693,17.5559267225504,13.4117687552066,4.94697365901089,4.33346009074972,0.891676733599493,6.06295761575745,3.42012993709395,18.2221858012051,2.54844097585409,NA,3.67699737244582,15.3324418049001,0.45729782995956,11.4631391099846,8.86124574610704,NA,3.26232051124031,NA,5.04968860030348,4.82659454414974,11.2439634930354,NA,1.85997326124427,2.25816934696364,3.78109139765329,4.90810854608937,16.8341460540079,2.33557158833095,NA,NA,10.17710742645,0.270318476951561,3.52284487838654,12.9987284360033,NA,1.75623050427967,5.41689054499788,0.527455103934943,0.395579263442854,5.63601264636338,3.20953537650947,1.73176822478233,5.38613822608123,13.9822706565034,NA,NA,10.8431830457148,7.9840046258784,3.69348947349237,NA,3.79426291176671,2.88094163323708,28.2187658885664,5.53550251182251,0.588528852811621,19.8143744368656,2.95593040487017,6.27910912820976,1.88266633162153,9.15551017251285,0.797290030790082,2.00042775091818,11.3930302449948,16.535,NA,4.69712650451539,7.40611882877989,1.51,9.17239335748923,11.8688583764861,1.86830149972746,9.16410139948902,1.91897287681785,0.283163650572416,3.65554147821859,11.1043179775778,4.685,14.9575163157972,5.49663739890099,1.38132636610417,9.0333626747595,2.74188173059392,4.66658963007705
"X__71",2.20739873720905,8.33325517207395,14.4896498912341,5.85350814274796,0.496106987477218,7.20602328179199,26.0525457110941,2.53319433829149,3.81364924451761,1.61600192583468,0.844513767645236,17.7933344111941,13.3701679420329,4.91395356869892,4.63957037450761,0.890221030042918,5.93665456523017,3.45057653301193,18.5250229290376,2.54150898053971,NA,3.75362138991393,15.5076947644015,0.467210054591806,11.3871073501411,8.66940031747898,NA,3.30860671353874,NA,5.12736271973661,4.68119450252256,11.1490938130696,NA,1.84585057910518,2.18778210693859,3.84845596600663,4.84466488329708,16.9840425657005,2.32960361459042,NA,NA,10.2713547239697,0.247593733500204,3.528179860662,13.3463175672249,NA,1.78295138364054,5.72420998092878,0.525485390087601,0.388432499638807,5.69318958996267,3.24879976779363,1.65469203155036,5.34232983556822,13.9794145444167,NA,NA,10.6514112907953,7.58295373037804,3.72226892898743,NA,3.70553987416081,2.8116037926727,27.8692991663931,5.37680198718326,0.590339599623729,20.5421692400894,2.96731957266355,6.4164765165724,1.85852360992791,8.9853567229114,0.798759965312482,2.07599730051566,11.2524825092598,16.3,NA,4.98878534893292,7.29630956517608,1.47,9.20745954159207,11.642931313402,1.88465224293021,9.35753767058817,1.93843251832974,0.305815321518836,3.70943906167323,11.0751034746311,4.7,14.7557184431771,5.47103459932977,1.39685141624507,9.15164956787583,2.76148822787208,4.64511346933976
"X__72",2.36070984651822,8.42223615472772,15.5539953065415,6.20599955998827,0.601658844235846,7.00264043707832,25.7933374889997,2.607188325022,3.75479686124963,1.82686928248387,1.00592867698303,17.4926738046348,13.9422835391127,4.96925638017014,5.00546732912878,0.90248826635377,5.9608792901144,3.67680404810795,19.6541889117043,2.54590825755353,NA,3.87626252471102,16.218149620943,0.473125708142945,11.5306664101929,8.60706402170725,NA,3.36070314389454,NA,5.34807861542974,4.8760702326287,11.1391382483206,NA,1.89968209152244,2.23898369109428,3.9570747201214,5.28122763273687,16.4564835728953,2.43659361015111,NA,NA,10.4398951305368,0.283673482952538,3.45396743913171,14.2704557694372,NA,1.80621746521561,6.29367108203605,0.543721325902024,0.432850350564782,5.94242322679818,3.33877403195233,1.71096787310355,5.26859686120227,14.0395408038701,NA,NA,11.0131035636523,7.66000843355823,3.82491221532076,NA,3.75455011984343,3.13968336540041,27.6606920051481,5.29794037841009,0.62394250513347,21.7313775652625,3.01480481963199,6.46351626941589,1.86005011688231,9.42041764447052,0.813910714285714,2.32410960908991,11.4426598709299,16.235,NA,5.27565671751247,7.32201711839469,1.495,9.24249518413195,11.4610021427317,1.87182751540041,10.0736984693707,1.96859663014852,0.337727821224184,3.69351679378117,11.3535252273394,5.275,14.5066632443532,5.55977339395717,1.37203230329662,9.24771927251394,2.68929063728079,4.651714212379
"X__73",2.57061449299961,8.32082597753876,16.220100697134,6.63191920395639,0.663191920395638,7.01409759876065,26.089295715903,2.72864133349222,3.63069475064053,2.02995564004945,1.03487040933274,16.8046088303641,14.4354315771927,4.92897723887267,5.04981305487696,0.911607877018411,5.94624620151344,3.99039206339749,19.9182386939165,2.55160281236966,NA,4.02130980994578,16.4391945459461,0.489925728010445,12.2333505496607,8.7226598343562,NA,3.45933330762215,NA,5.39826982661026,5.00850802054278,11.1713289659775,NA,1.91089197402133,2.32644920974336,4.06669348097502,5.40951036763392,16.0739736638265,2.51062169218746,NA,NA,10.5155261276291,0.291207495034449,3.40869406542335,14.443627398512,NA,1.79333072545075,6.44503659445143,0.612609485789192,0.482825489739528,6.53348720252041,3.28872364653268,1.75839016012632,5.22905272787826,14.2246694401636,NA,NA,11.0266292577944,7.57050437943157,3.8729164198648,NA,3.98864002836948,3.1893440796282,27.5102361568015,5.17345900613716,0.646331108860156,23.2146397545135,3.01098177867105,6.51080127847375,1.88327521256115,9.79613150211524,0.825055711136269,2.55785450151303,11.2967437287732,16.16,NA,5.28586441637371,7.41440814963207,1.59,9.42021570256679,11.4523159976137,1.94742373234821,10.5649286242885,2.09713630256693,0.364155667314872,3.63631502115236,11.465351844128,5.695,14.297968182089,5.4881941547995,1.37179373572171,9.27906661502711,2.6398621538093,4.72102722993505
"X__74",2.48848844539743,8.21930984930582,15.8487766937913,6.26922282665708,0.674536633247913,7.21017308816257,26.2559133210448,2.73215678340751,3.79497710890318,2.06094423041065,1.02857709696274,17.7533507170795,13.9846870296906,4.86913418453746,4.77560599589384,0.931880861394596,6.09917157457777,3.96786254851714,19.6465879902291,2.67830722024907,NA,4.09495819282184,16.0142323878277,0.497752288421288,12.0352228959809,8.95603260951011,NA,3.44171920587051,NA,5.29142812720107,5.02606329722819,11.4457860945136,NA,1.91024239835754,2.43639636678135,4.02943469476,5.40196144105261,16.8010637054354,2.52329539330951,NA,NA,10.7529075064814,0.29876376695179,3.48038229255646,14.0958200001131,NA,1.79747385829346,6.17121994690222,0.566837506931019,0.465906393680815,6.56852248516627,3.2981328286189,1.66768480678416,5.34542211691718,14.1830444597082,NA,NA,11.3159641626991,7.68064821891531,3.68062398253553,NA,4.08185504777267,3.05140358982661,28.9423990088849,5.52383150504278,0.646194757901362,22.2052084231767,3.04385941303175,6.43570061605681,1.89145661940756,9.20544111255976,0.854790960451978,2.66036458828348,11.2403877624421,16.135,NA,5.28009137706245,7.43900845063316,1.6,9.51221588620718,11.6726223344648,1.96125777398133,10.3798751809603,2.06772464843276,0.374545241717952,3.73205814563383,11.5068013906997,6.1,14.8284691813155,5.55784175545865,1.36933040764653,9.46618636574802,2.70350211764712,4.65090174436901
